SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
208,Saint John County Court House,Palais de justice du comt&eacute; de Saint John,20 Sydney Street,<Null>,Saint John,New Brunswick,Early symbol of British colonial justice,"&Eacute;difice ancien, symbole de la justice du temps de la colonie britannique",45.273647,-66.056951
2065,Saint Joseph's Oratory of Mount Royal,Oratoire Saint-Joseph du mont Royal,3800 Queen-Mary Road,<Null>,Montr&eacute;al,Quebec,"Distinctive architecture, specifically the dome, which conveys an imposing physical and symbolic presence in a mountainside landscape","Architecture distinctive, en particulier le d&ocirc;me, qui lui conf&egrave;re une pr&eacute;sence physique et symbolique imposante dans un environnement &agrave; flanc de montagne",45.493667,-73.619915
86,Saint Paul's Roman Catholic Church,&Eacute;glise catholique Saint-Paul,426 Esplanade Street West,<Null>,North Vancouver,British Columbia,Impressive 1884 Gothic Revival mission church,&Eacute;glise de mission de style n&eacute;o-gothique d'aspect imposant; construite en 1884,49.315817,-123.088233
714,Saint-Andr&eacute;-de-Kamouraska Church,&Eacute;glise de Saint-Andr&eacute;-de-Kamouraska,128 Main Street,<Null>,Saint-Andr&eacute; (Kamouraska),Quebec,"R&eacute;collet plan church with significant interior, 1805-11","&Eacute;glise construite selon le plan r&eacute;collet, 1805-1811; int&eacute;rieur qui rev&ecirc;t beaucoup d'int&eacute;r&ecirc;t",47.673512,-69.729246
,Saint-Croix-de-Tadoussac Mission Church,&Eacute;glise de la mission de Sainte-Croix-de-Tadoussac,"169, rue du Bord-de-l&rsquo;Eau",,Tadoussac,Quebec,,,48.141778,-69.712694
1926,Sainte Anne Processional Chapel,Chapelle Sainte-Anne,714 rue des &Eacute;rables,<Null>,Neuville,Quebec,"Remarkably intact Neoclassical chapel, one of the oldest processional chapels in Quebec","Chapelle n&eacute;o-classique remarquablement intacte, l'une des plus anciennes chapelles de procession au Qu&eacute;bec",46.69794,-71.584227
828,Sainte-Anne / Port Dauphin,Sainte-Anne / Port Dauphin,Highway 312,Highway 312,Englishtown,Nova Scotia,"Early Jesuit mission; selected in 1713, as a naval base and one of the principal places in Isle Royale",Une des premi&egrave;res missions j&eacute;suites; base navale fortifi&eacute;e (1713) et chef-lien de l'Ile Royale,46.287214,-60.540267
723,Sainte-Anne-de-Bellevue Canal,Canal de Sainte-Anne-de-Bellevue,170 Saint-Anne Road,<Null>,Sainte-Anne-de-Bellevue,Quebec,Operational canal; site of earlier 1843 canal,"Canal ouvert &agrave; la navigation; construit sur l'emplacement de l'ancien canal, 1843",45.404591,-73.955921
845,Sainte-Marie Among the Hurons Mission,Poste de Sainte-Marie-au-Pays-des-Hurons,off Highway 12,at parking lot in front of museum entrance,Midland,Ontario,Headquarters of Jesuit mission to Hurons from 1639-49,Si&egrave;ge de la mission des j&eacute;suites aupr&egrave;s des Hurons de 1639 &agrave; 1649,44.734257,-79.843971
717,Saint-Hyacinthe Post Office,Bureau de poste de Saint-Hyacinthe,1915-25 Girouard Street West,<Null>,Saint-Hyacinthe,Quebec,Early symbol of federal government presence,"&Eacute;difice ancien, symbole de la pr&eacute;sence f&eacute;d&eacute;rale",45.623788,-72.948664
720,Saint-Jean-d'Iberville Railway Station (Grand Trunk),Gare du Grand Tronc &agrave; Saint-Jean-d'Iberville,31 Frontenac Street,<Null>,Saint-Jean-sur-Richelieu,Quebec,"Typical of small stations of the period, 1890","&Eacute;difice construit en 1890, typique des petites gares de cette &eacute;poque",45.302941,-73.254092
1873,Saint-Joachim Church,&Eacute;glise de Saint-Joachim,1 Youville Boulevard,<Null>,Ch&acirc;teauguay,Quebec,"Baroque Vernacular design in its purest form, with interior paintings by Phillippe Li&eacute;bert, 1774-97",Conception de pur style baroque vernaculaire; pr&eacute;sence de tableaux de l'artiste Phillippe Li&eacute;bert (1774-97),45.360778,-73.74871
2133,Saint-Joseph-de-Beauce Institutional Ensemble,Ensemble institutionnel de Saint-Joseph-de-Beauce,Avenue du Palais et rue Sainte-Christine,<Null>,Saint-Joseph-de-Beauce,Quebec,Eloquent illustration of the desire of clergy and parishioners in Quebec to structure life in small towns and villages around Catholic institutions,Exemple &eacute;loquent de la volont&eacute; du clerg&eacute; et des paroissiens du Qu&eacute;bec de structurer la vie des petites villes autour des institutions catholiques,46.310229,-70.882214
1804,Saint-Joseph-de-la-Rive Shipyard,Chantier Maritime de Saint-Joseph-de-la-Rive,<Null>,<Null>,Saint-Joseph-de-la-Rive,Quebec,"Between the French regime and the 1960s, the largest builder of ""go&eacute;lettes"", wooden schooners","Entre le r&eacute;gime fran&ccedil;ais et les ann&eacute;es 1960, le plus important constructeur de &laquo;go&eacute;lettes&raquo;",47.456603,-70.363239
2001,Saint-Louis Forts and Ch&acirc;teaux,Forts et Ch&acirc;teaux Saint-Louis,<Null>,under Dufferin Terrace,Qu&eacute;bec,Quebec,Integral part of Qu&eacute;bec's defence system; the seat of colonial executive authority for over 200 years,Partie int&eacute;grante du syst&egrave;me de d&eacute;fense de Qu&eacute;bec; si&egrave;ge de l'autorit&eacute; coloniale pour plus de 200 ans,46.811539,-71.204552
570,Saint-Louis Mission,Mission Saint-Louis,<Null>,"Located in middle of site, Granny White Sideroad",Victoria Harbour,Ontario,1649 destruction of Saint-Louis and Saint-Ignace II sealed the fate of the Huron/Wendat confederacy,La destruction en 1649 des missions Saint-Louis et Saint-Ignace II a scell&eacute; le sort de la Conf&eacute;d&eacute;ration huronne-wendate,44.729048,-79.78131
722,Saint-Ours Canal,Canal de Saint-Ours,2930 Patriot Road,<Null>,Saint-Ours,Quebec,Operational canal; 1933 (and remains of 1849) lock,Canal ouvert &agrave; la navigation; &eacute;cluse de 1933 et vestiges de celle de 1849,45.864729,-73.146605
669,Saint-Sulpice Seminary and its Gardens,S&eacute;minaire de Saint-Sulpice et son jardin,16 Notre Dame Street West,<Null>,Montr&eacute;al,Quebec,"Rare and remarkable example of French Regime classicism; remarkable integrity of the French Regime convent garden, circa 1650","Rare et saisissant exemple de classicisme du R&eacute;gime fran&ccedil;ais; remarquable int&eacute;grit&eacute; du jardin conventuel, vers 1650",45.503943,-73.556078
641,Saint-Vincent-de-Paul Penitentiary,P&eacute;nitencier de Saint-Vincent-de-Paul,160 mont&eacute;e Saint-Fran&ccedil;ois,<Null>,Laval,Quebec,Important federal prison founded 1873,Importante prison f&eacute;d&eacute;rale fond&eacute;e en 1873,45.617085,-73.646422
1924,"Salem Chapel, British Methodist Episcopal Church",Chapelle Salem de la British Methodist Episcopal Church,92 Geneva Street,<Null>,St. Catharines,Ontario,"Focus of abolitionist activity and associated with famous Underground Railroad conductor Harriet Tubman, 1851-55","Met l'accent sur le mouvement abolitioniste et est associ&eacute;e &agrave; Harriet Tubman, c&eacute;l&egrave;bre conductrice du chemin de fer clandestin (1851-1855)",43.16515,-79.240026
1922,Sandwich First Baptist Church,&Eacute;glise de la First Baptist Church de Sandwich,3652 Peter Street,Few metres north east of church,Windsor,Ontario,"Church built to accommodate the growing Black communities created by Underground Railroad refugees, 1851",&Eacute;glise &eacute;rig&eacute;e pour tenir compte des communaut&eacute;s noires croissantes cr&eacute;&eacute;es par les r&eacute;fugi&eacute;s du chemin de fer clandestin (1851),42.29185,-83.080083
391,Sandyford Place,Sandyford Place,35-43 Duke Street,On wall of buildling on Duke Street.,Hamilton,Ontario,"Typical mid 19th-century middle class row housing, 1856",Maisons en rang&eacute;es typiques construites au XIXe si&egrave;cle pour des familles de la classe moyenne (1856),43.251893,-79.873145
1814,Saoy&uacute;-?ehdacho,Saoy&uacute;-?ehdacho,<Null>,<Null>,Grizzly Bear Mountain and Scented Grass Hills,Northwest Territories,"Expression of cultural values through the interrelationship between landscape, oral histories, graves and cultural resources","Valeurs culturelles exprim&eacute;es par les liens qui existent entre le paysage, les r&eacute;cits oraux, les s&eacute;pultures et les ressources culturelles",65.99679,-121.537569
2098,Saskatchewan Legislative Building and Grounds,&Eacute;difice de l'Assembl&eacute;e l&eacute;gislative de la Saskatchewan et son parc,2405 Legislative Drive,<Null>,Regina,Saskatchewan,Well-preserved landscape designed according to Beaux-Arts and City Beautiful principles,Paysage bien conserv&eacute; con&ccedil;u selon les principes de l'&Eacute;cole des Beaux-Arts et du mouvement &laquo; City Beautiful &raquo;,50.433075,-104.615159
768,Saskatoon Railway Station (Canadian Pacific),Gare du Canadien Pacifique de Saskatoon,305 Idylwyld Drive North,On wall of Station,Saskatoon,Saskatchewan,Ch&acirc;teau style station begun in 1907,Gare de style Ch&acirc;teau dont la construction a d&eacute;but&eacute; en 1907,52.132591,-106.670622
516,Sault Ste. Marie Canal,Canal de Sault Ste. Marie,4 Whitefish Island / 1 Canal Drive,<Null>,Sault Ste. Marie,Ontario,"First electrically-powered lock, 1888-94",Premi&egrave;re &eacute;cluse mue &agrave; l'&eacute;lectricit&eacute; (1888-1894),46.513007,-84.349479
118,Sea Horse Gully Remains,Vestiges du ravin des Morses,"west pennisula, Churchill River",<Null>,Churchill,Manitoba,Large Dorset and pre-Dorset site,Vaste site arch&eacute;ologique du Dorset et du pr&eacute;-Dorset,58.772715,-94.260036
843,Seager Wheeler's Maple Grove Farm,Ferme Maple Grove de Seager Wheeler,Highway 312,<Null>,Rosthern,Saskatchewan,Typical grain farm of early 20th-century developed by Seager Wheeler,Ferme c&eacute;r&eacute;ali&egrave;re typique du d&eacute;but du XXe si&egrave;cle am&eacute;nag&eacute;e par Seager Wheeler,52.673188,-106.218401
874,Seal Cove Smoked Herring Stands,&Eacute;tals de harengs fum&eacute;s de Seal Cove,<Null>,<Null>,"Seal Cove, Grand Manan",New Brunswick,Herring stands and related structures in environment evocative of late 19th-century Atlantic herring fishery,&Eacute;tals de harengs et structures connexes &eacute;voquant la p&ecirc;che au hareng &agrave; la fin du XIXe si&egrave;cle,44.651503,-66.839358
639,Second Battle of Laprairie,Deuxi&egrave;me bataille de Laprairie,Hwy 104 (Chemin de St-Jean) at Chemin de la Bataille N.,<Null>,Laprairie,Quebec,"1691 battle, New York militia and French soldiers",Bataille qui a eu lieu en 1691; a oppos&eacute; la milice am&eacute;ricaine aux soldats fran&ccedil;ais,45.389371,-73.403762
2022,Senneville Historic District,Arrondissement historique de Senneville,<Null>,<Null>,Senneville,Quebec,Illustrates developments in architecture and landscape design from the 19th and 20th centuries,&Eacute;voque les d&eacute;veloppements de l'architecture et du design paysager des XIXe et XXe si&egrave;cles,45.436519,-73.94515
518,Serpent Mounds,Tumulus Serpent,<Null>,"Near lakeshore, Serpent Mounds Provincial Park",Keene,Ontario,"Aboriginal settlement and sacred site, 50 BC - 300 AD","Lieu d'habitation et lieu sacr&eacute; des autochtones, de l'an 50 avant J.-C. &agrave; l'an 300 apr&egrave;s J.-C.",44.215745,-78.142819
706,Sewell House,Maison Sewell,87 Saint-Louis Street,<Null>,Qu&eacute;bec,Quebec,"Palladian residence of Chief Justice J. Sewell, 1803-04; part of an historically significant streetscape",Maison du style palladien construite en 1803-1804 par le juge en chef J. Sewell; partie d'un panorama urbain,46.809925,-71.210399
519,Sharon Temple,Temple de Sharon,18974 Leslie Street,on property alongside Leslie Street sidewalk,Sharon,Ontario,"Elegant temple of Davidite sect, 1825-32",&Eacute;l&eacute;gant temple de la secte fond&eacute;e par David Willson (1825-1832),44.1015,-79.441167
2068,Shaw's Hotel,H&ocirc;tel Shaws,<Null>,<Null>,Brackley Beach,Prince Edward Island,"Rare, early illustration of a significant period in the history of tourism in Canada",Exemple rare des &eacute;tablissements touristiques de la premi&egrave;re heure au Canada,46.424114,-63.192093
428,Sheguiandah,Sheguiandah,<Null>,<Null>,"Sheguiadah, Manitoulin Island",Ontario,"Aboriginal peoples came to quarry the local outcrops of quartzite, leaving an integrated cultural and environmental record","Des peuples autochtones sont venus en ces lieux pour extraire le quartzite des affleurements locaux, laissant derri&egrave;re eux un document culturel et environnemental int&eacute;gr&eacute;",45.894726,-81.917522
414,Shoal Tower,Tour-Shoal,Kingston Harbour,Kingston Harbour,Kingston,Ontario,Mid 19th-century British imperial masonry fortifications,Fortifications en ma&ccedil;onnerie de l'Empire britannique; milieu du XIXe si&egrave;cle,44.228852,-76.478122
248,Signal Hill,Signal Hill,Signal Hill Road,<Null>,St. John's,Newfoundland and Labrador,Commemorates defence of St. John's; importantly associated with Canada&rsquo;s defence and communications history,Rappel du r&ocirc;le jou&eacute; par Signal Hill dans la d&eacute;fense de St. John's; il est notablement associ&eacute; &agrave; l'histoire de la d&eacute;fense et des communications au Canada,47.570063,-52.681893
2168,Similkameen Spirit Trail,Sentier des esprits de la Similkameen,<Null>,<Null>,Upper Similkameen River Valley,British Columbia,"Symbolizes the connections between the spiritual and physical worlds along the ""spirit trail"" in the main river valley of their traditional territory",Les liens qui unissent le monde spirituel et le monde physique le long du &laquo; sentier des esprits &raquo; parcourant la principale vall&eacute;e fluviale de son territoire traditionnel,49.318473,-120.037617
259,Sinclair Inn / Farmer's Hotel,Auberge Sinclair / h&ocirc;tel Farmer's,228 St. George Street,<Null>,Annapolis Royal,Nova Scotia,"Inn circa 1781, early construction techniques",Auberge &eacute;rig&eacute;e vers 1781; techniques de construction anciennes,44.744634,-65.519248
264,Sir Frederick Borden Residence,R&eacute;sidence de sir Frederick Borden,9752 Main Street,<Null>,Canning,Nova Scotia,"Shingle style residence of prominent Canadian politician, 1902; Queen Anne Style","&Eacute;difice de style Shingle construit en 1902, r&eacute;sidence d'un &eacute;minent homme politique canadien",45.15801,-64.425904
665,Sir George-&Eacute;tienne Cartier,Sir George-&Eacute;tienne Cartier,456 Notre Dame Street East,<Null>,Montr&eacute;al,Quebec,"Double house of prominent 19th-century politician, 1830s","Maisons jumel&eacute;es des ann&eacute;es 1830, ayant servi de r&eacute;sidence &agrave; ce brilliant politicien du XIXe si&egrave;cle",45.511192,-73.551741
1899,Sir John A. Macdonald Gravesite,Lieu de s&eacute;pulture de sir John A. Macdonald,927 Purdy Mills Rd.,Cataraqui Cemetery,Kingston,Ontario,"Burial site of Canada's first Prime Minister (1867-73, 1878-91), Father of Confederation","Lieu de s&eacute;pulture du premier premier ministre du Canada (1867-1873, 1878-1891), p&egrave;re de la Conf&eacute;d&eacute;ration",44.262071,-76.541775
574,Sir John Johnson House,Maison de Sir John Johnson,Highway 19,Located south west of house,Williamstown,Ontario,"House of famous Loyalist, 1780s",Maison du c&eacute;l&egrave;bre Loyaliste (1780),45.145,-74.578778
737,Sir Wilfrid Laurier,Sir Wilfrid Laurier,205 12th Avenue,<Null>,Laurentides,Quebec,"House interprets life of Sir Wilfrid Laurier, Prime Minister of Canada (1896-1911)","Maison dot&eacute;e d'un programme d'interpr&eacute;tation sur la vie de sir Wilfrid Laurier, premier ministre du Canada (1896- 1911)",45.852497,-73.757696
4,Skoki Ski Lodge,Auberge de Ski Skoki,<Null>,<Null>,Banff National Park of Canada,Alberta,"Ski lodge in rustic vernacular, 1930-31","Chalet de ski des ann&eacute;es 1930, sp&eacute;cimen de l'architecture vernaculaire rustique, 1930-1931",51.523197,-116.077685
523,Smiths Falls Bascule Bridge,Pont basculant de Smiths Falls,5 Abbot Street,"Detached Lockstation - 90 m downstream from bridge, near canal locks",Smiths Falls,Ontario,"Oldest surviving structure of its type, 1912-13",Le plus ancien ouvrage du genre &agrave; exister encore (1912-13),44.895877,-76.028953
524,Smiths Falls Railway Station (Canadian Northern),Gare du Canadian Northern &agrave; Smiths Falls,90 William Street West,on west wall of building near main entrance,Smiths Falls,Ontario,Decorative 1914 Canadian Northern Railway station,Gare construite en 1914; programme d&eacute;coratif,44.901541,-76.028454
136,Souris-Assiniboine Posts,Postes de traite Souris et Assiniboine,<Null>,"1929 - Village of Wawanesa Office, 1971 - Lions Park",Wawanesa,Manitoba,"Important fur trade centre, Yellow Quill Trail; North West Company and Hudson's Bay Company","Important centre de commerce des fourrures, piste Yellow Quill; les Compagnies de la Baie d'Hudson et du Nord-Ouest",49.599292,-99.684337
376,Southwold Earthworks,Remblais de Southwold,Iona Rd.,2 miles south east of Iona,Iona,Ontario,"Rare and well-preserved example of an Aboriginal fortified village completely surrounded by earthworks; Attiwandaronk Indian village, circa 1500 AD",Sp&eacute;cimen rare et bien pr&eacute;serv&eacute; de village fortifi&eacute; autochtone compl&egrave;tement entour&eacute; de fortifications construites par la nation iroquoienne des Attiwandaron (Neutres) entre 1450 et 1550 environ,42.674217,-81.360467
1932,Springhill Coal Mining,Exploitation Houill&egrave;re de Springhill,Corner of Industrial Park Dr and Memorial Crescent,<Null>,Springhill,Nova Scotia,One of Canada's most commercially important coalfields,Terrains houillers qui ont &eacute;t&eacute; les plus importants au Canada,45.64471,-64.064964
796,St. Andrew's Anglican Church,&Eacute;glise anglicane St. Andrew's,374 River Road,<Null>,St. Andrews,Manitoba,"Oldest stone church in western Canada, Gothic Revival style, 1845-49",La plus vieille &eacute;glise en pierre de l'Ouest canadien; mise en chantier en 1845-1849,50.066366,-96.976715
212,St. Andrews Blockhouse,Blockhaus de St. Andrews,1 Joes Point Road,<Null>,Saint Andrews,New Brunswick,Restored wooden blockhouse from War of 1812,Blockhaus en bois de la guerre de 1812; b&acirc;timent restaur&eacute;,45.077073,-67.061998
120,St. Andrews Cam&eacute;r&eacute; Curtain Bridge Dam,Pont-barrage &agrave; rideaux Cam&eacute;r&eacute; St. Andrews,625 River Road,"St. Andrews Rapids, Red River",Lockport,Manitoba,"Largest of its type in world, 1907-10",Le plus gros ouvrage du genre au monde; construit entre 1907 et 1910,50.082432,-96.941906
849,St. Andrews Historic District,Arrondissement historique de St. Andrews,"Harriet, Prince of Wales, Patrick and Augustus Streets","Water Street, east of King",Saint Andrews,New Brunswick,Distinctive town with surviving 18th-century British colonial plan and classically-inspired architecture,District distinctif planifi&eacute; selon le style colonial anglais du XVIIIe si&egrave;cle et o&ugrave; l'architecture est d'inspiration classique,45.073427,-67.052652
133,St. Andrew's Rectory,Presbyt&egrave;re St. Andrew's,374 River Road and St. Andrew's Road,Mounted on an interpretive display. Plaque is located approx 20 m NE of NHSC,St. Andrews,Manitoba,"Example of mid 19th-century Red River architecture, 1852-1854",Exemple de l'architecture pratiqu&eacute;e &agrave; la rivi&egrave;re Rouge au milieu du XIXe si&egrave;cle (1852-1854),50.066484,-96.977874
104,St. Andrew's Roman Catholic Cathedral,Cath&eacute;drale catholique St. Andrew's,Blanshard Street,<Null>,Victoria,British Columbia,"Excellent example of High Victorian Gothic Revival, 1892",Excellent exemple du style high victorian gothic de l'apog&eacute;e victorien (1892),48.425533,-123.361933
1810,St. Anne's Anglican Church,&Eacute;glise anglicane St. Anne,270 Gladstone Avenue,In front of church,Toronto,Ontario,"Contains paintings executed in 1923 by ten prominent artists, including three of the Group of Seven, built 1907-08","Renferme de tableaux ex&eacute;cut&eacute;s en 1923 par dix grands artistes, dont trois membres du Groupe des Sept, construite en 1907-1908",43.650598,-79.430675
176,St. Anne's Chapel of Ease,Chapelle St. Anne of Ease,201 Westmorland Street,<Null>,Fredericton,New Brunswick,"Early and excellent example of Gothic Revival chapel, 1846-47",Excellent exemple d'une chapelle ancienne de style n&eacute;o-gothique (1846-47),45.960891,-66.648254
105,St. Ann's Academy,Acad&eacute;mie St. Ann,835 Humboldt Street,<Null>,Victoria,British Columbia,19th-century private girls' school,&Eacute;cole priv&eacute;e du XIXe si&egrave;cle pour filles,48.419317,-123.363467
135,St. Boniface City Hall,H&ocirc;tel de ville de Saint-Boniface,219 Provencher Boulevard,<Null>,St. Boniface,Manitoba,"Imposing building by Victor Horwood, built in 1905","Imposant &eacute;difice con&ccedil;u par Victor Horwood, construit en 1905",49.89284,-97.120602
1858,St. Boniface Hospital Nurses' Residence,R&eacute;sidence d'infirmi&egrave;res de l'h&ocirc;pital de St. Boniface,431 Tach&eacute; Avenue,St. Boniface Hospital,St. Boniface,Manitoba,Nurses' residences were central to the nursing culture,Les r&eacute;sidences d'infirmi&egrave;res &eacute;taient un &eacute;l&eacute;ment essentiel de la culture infirmi&egrave;re,49.88555,-97.123817
589,St. Dunstan's Roman Catholic Basilica,Basilique catholique St. Dunstan,61 Great George Street,left side of entrance to basillica,Charlottetown,Prince Edward Island,"Fine example of High Victorian Gothic Revival style, 1897-1907","Bel exemple du style high victorian gothic de l'apog&eacute;e victorien, 1897-1907",46.233677,-63.124489
1925,St. George Antiochian Orthodox Church,&Eacute;glise orthodoxe antiochoise St. George,575 Jean-Talon Street East,<Null>,Montr&eacute;al,Quebec,"Symbol of historic cultural traditions of the Syrian Orthodox community in Canada, 1939-40",Symbolise les traditions culturelles de la communaut&eacute; orthodoxe syrienne au Canada (1939-40),45.539897,-73.61417
666,St. George's Anglican Church,&Eacute;glise anglicane St. George,1101 Stanley Street,<Null>,Montr&eacute;al,Quebec,"Fine Gothic Revival style church in stone, 1869-70","Belle &eacute;glise en pierre de style n&eacute;o-gothique, construite en 1869-1870",45.497699,-73.569344
300,St. George's Anglican Church / Round Church,&Eacute;glise anglicane St. George / &eacute;glise ronde,2222 Brunswick Street,Mounted on a cut stone plinth at side of church,Halifax,Nova Scotia,"Unique Palladian style round church, 1800-12",&Eacute;glise ronde du style palladien; architecture unique (1800-12),44.653205,-63.582797
2161,St. George's Hall (Arts and Letters Club),St. George's Hall (Arts and Letters Club),14 Elm Street,<Null>,Toronto,Ontario,"Important venue for artistic activity, and a catalyst for the organization of artistic communities",Un haut lieu de l'activit&eacute; artistique et un catalyseur de la formation de communaut&eacute;s artistiques,43.657817,-79.3824
1807,St. James United Church,&Eacute;glise unie St. James,463 Sainte-Catherine Street West,<Null>,Montr&eacute;al,Quebec,"Church with a large amphitheatre plan, Victorian decoration; Sunday school influenced by the Akron plan, 1887-88",&Eacute;glise construite &agrave; la fa&ccedil;on d'un grand amphith&eacute;&acirc;tre et poss&eacute;dant un d&eacute;cor victorien; une &eacute;cole du dimanche inspir&eacute;e du plan Akron (1887-1888),45.505358,-73.568589
249,St. John the Baptist Anglican Cathedral,Cath&eacute;drale anglicane St. John the Baptist,18 Church Hill (corner of Gower Street),On rock located behind iron gate,St. John's,Newfoundland and Labrador,"Outstanding Gothic Revival by G. G. Scott, 1847","Remarquable sp&eacute;cimen du style n&eacute;o-gothique, 1847, &#339;uvre de l'architecte G. G. Scott",47.565375,-52.708574
841,St. John's Anglican Church,&Eacute;glise anglicane St. John,2 Cumberland Street,<Null>,Lunenburg,Nova Scotia,"Historically significant Carpenter's Gothic Revival church, 1754-63",&Eacute;glise d'importance historique de style n&eacute;o-gothique selon la tradition Carpenter (1754-63),44.378079,-64.311377
209,St. John's Anglican Church / Stone Church,&Eacute;glise anglicane St. John / &eacute;glise en pierre,85 Carleton Street,<Null>,Saint John,New Brunswick,"One of earliest Gothic Revival churches in Canada, 1824-25",&Eacute;glise n&eacute;o-gothique parmi les plus anciennes au Canada (1824-1825),45.276138,-66.061598
251,St. John's Court House,Palais de justice de St. John's,194 Water Street,Mounted on left pillar facing Water St.,St. John's,Newfoundland and Labrador,"Sandstone Romanesque Revival urban court house, 1900-04",Palais de justice en gr&egrave;s de style n&eacute;o-roman (1900-1904),47.564009,-52.706072
2191,St. John's Ecclesiastical District,Arrondissement religieux de St. John's,<Null>,<Null>,St. John's,Newfoundland and Labrador,"Represents the breadth of involvement of several denominations in the establishment and evolution of the spiritual, philanthropic, charitable and educational institutions of St. John's","Symbolise l'&eacute;tendue de la participation des confessions &agrave; la cr&eacute;ation et &agrave; l'&eacute;volution des institutions spirituelles et philanthropiques, des organismes caritatifs et des maisons d'enseignement",47.568008,-52.715253
797,St. John's WWII Coastal Defences,D&eacute;fenses c&ocirc;ti&egrave;res de la Seconde Guerre Mondiale de St. John's,<Null>,<Null>,St. John's,Newfoundland and Labrador,Safe port for World War II convoy assembly; Atlantic Bulwark,"Port de rassemblement de convois &agrave; l'abri du danger, Seconde Guerre mondiale; le rempart de l'Atlantique",47.563598,-52.680076
804,St. Jude's Anglican Church,&Eacute;glise anglicane St. Jude,79 Peel Street,<Null>,Brantford,Ontario,"Important arts and crafts, decorative painted interior, 1871",Int&eacute;rieur d&eacute;cor&eacute; d'importantes peintures murales inspir&eacute;es du mouvement Arts and Crafts (1871),43.139865,-80.253418
561,St. Lawrence Hall,St. Lawrence Hall,157 King Street East,Inside,Toronto,Ontario,Mid 19th-century Renaissance Revival social and cultural centre; gatherings of the Abolitionist movement held here,Centre socio-culturel n&eacute;o-Renaissance du milieu du XIXe si&egrave;cle; r&eacute;unions du mouvement abolitionniste qui se sont &agrave; cet endroit,43.6502,-79.372182
840,St. Luke's Anglican Church,&Eacute;glise anglicane St. Luke,Quispamsis Road at Gondola Point Road,<Null>,Gondola Point,New Brunswick,"Fine Vernacular Wren-Gibbsian church, 1831-33","Bon exemple d'&eacute;glise r&eacute;gional &agrave; la mani&egrave;re de Wren et Gibbs, 1831-1833",45.443766,-65.988185
1834,St. Mary's Basilica,Basilique St. Mary,1508 Barrington St. (at Spring Garden Rd.),On wall of church,Halifax,Nova Scotia,"Central role in the religious history of Nova Scotia, 1820-29",R&ocirc;le central dans l'histoire religieuse de la Nouvelle-&Eacute;cosse (1820-1829),44.644309,-63.573161
526,St. Marys Junction Railway Station (Grand Trunk),Gare du Grand Tronc &agrave; St. Marys Junction,Glass Street,<Null>,St. Marys Junction,Ontario,"Grand Trunk railway station, 1854-56",Gare ferroviaire du Grand Tronc construite dans les ann&eacute;es 1850; 1854-1856,43.271817,-81.131517
119,St. Michael's Ukrainian Greek Orthodox Church,&Eacute;glise ukrainienne St. Michael,<Null>,<Null>,Gardenton,Manitoba,"Typical and oldest Ukrainian church, 1899","&Eacute;glise ukrainienne typique, la plus ancienne au pays, 1899",49.071626,-96.740368
667,St. Patrick's Basilica,Basilique St. Patrick,454-60 Ren&eacute; Levesque Boulevard West,<Null>,Montr&eacute;al,Quebec,"French Gothic Revival, 1843-47; remains at heart of Irish population of Montr&eacute;al","&Eacute;glise de style n&eacute;o-gothique fran&ccedil;ais fr&eacute;quent&eacute;e par la communaut&eacute; irlandaise, 1843-1847",45.503635,-73.564996
253,St. Patrick's Roman Catholic Church,&Eacute;glise catholique St. Patrick's,40 Patrick Street,<Null>,St. John's,Newfoundland and Labrador,"Major Gothic Revival church, 1864-81",Grande &eacute;glise n&eacute;o-gothique construite en 1864-81,47.553457,-52.716204
37,St. Patrick's Roman Catholic Church,&Eacute;glise catholique St. Patrick,238 2nd Avenue &amp; 2nd Street NE,<Null>,Medicine Hat,Alberta,"Fine example of Gothic Revival design, 1912-14",Bel exemple d'architecture n&eacute;o-gothique (1912-1914),50.045167,-110.68065
2075,St. Paul's Anglican Church,&Eacute;glise anglicane St. Paul,corner of Church Street and First Avenue,<Null>,Dawson,Yukon Territory,"Fine example of Gothic Revival design, 1902",Bel exemple d'architecture n&eacute;o-gothique (1902),64.058759,-139.438154
301,St. Paul's Anglican Church,&Eacute;glise anglicane St. Paul,1749 Argyle Street,<Null>,Halifax,Nova Scotia,"Early Palladian church, serving official Halifax, 1750",&Eacute;glise anciennne du style palladien fr&eacute;quent&eacute;e par la haute soci&eacute;t&eacute; de Halifax (1750),44.647593,-63.574676
392,St. Paul's Presbyterian Church / Former St. Andrew's Church,&Eacute;glise presbyt&eacute;rienne St. Paul / ancienne &eacute;glise St. Andrew,56 James Street North,In front of church,Hamilton,Ontario,"Elegant Gothic Revival church, 1854-57",&Eacute;l&eacute;gante &eacute;glise n&eacute;o-gothique (1854-1857),43.254799,-79.87036
177,St. Paul's United Church,&Eacute;glise unie St. Paul,500 George Street,Mounted on building exterior front wall,Fredericton,New Brunswick,"Fine High Victorian Gothic Revival church, 1886",Belle &eacute;glise de style n&eacute;o-gothique de l'apog&eacute;e victorien (1886),45.959993,-66.645501
